location	phenotype	pheno_mim	inherit	mapping_key	gene_related	gene_mim	annovar_gene
Xp11.22	Stocco dos Santos X-linked mental retardation syndrome	300434	XL	3	SHROOM4	300579	SHROOM4
Xq26.3	"Mental retardation, X-linked 46"	300436	XLR	3	ARHGEF6	300267	ARHGEF6
Xp11.22	HSD10 mitochondrial disease	300438	XLD	3	HSD17B10	300256	HSD17B10
Xq21.1	"Alpha-thalassemia myelodysplasia syndrome, somatic"	300448	None	3	ATRX	300032	ATRX
Xp11.4	"Retinitis pigmentosa, X-linked, and sinorespiratory infections, with or without deafness"	300455	None	3	RPGR	312610	RPGR
Xq13.1	"Corpus callosum, agenesis of, with mental retardation, ocular coloboma and micrognathia"	300472	XLR	3	IGBP1	300139	IGBP1
Xq28	"Deafness, dystonia, and cerebral hypomyelination"	300475	XLR	3	BCAP31	300398	BCAP31
Xp11.23	"Cone-rod dystrophy, X-linked, 3"	300476	XLR	3	CACNA1F	300110	CACNA1F
Xq12	"Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance"	300486	XLR	3	OPHN1	300127	OPHN1
Xq21.1	"Spinal muscular atrophy, distal, X-linked 3"	300489	XLR	3	ATP7A	300011	ATP7A
Xp11.3-p11.2	"Epilepsy, X-linked, with variable learning disabilities and behavior disorders"	300491	XLD	3	SYN1	313440	SYN1
Xq13.1	"{Asperger syndrome susceptibility, X-linked 1}"	300494	Mu	3	NLGN3	300336	NLGN3
Xp22.32-p22.31	"Mental retardation, X-linked"	300495	Mu	3	NLGN4	300427	NLGN4X
Xp22.32-p22.31	"{Autism susceptibility, X-linked 2}"	300495	Mu	3	NLGN4	300427	NLGN4X
Xq28	"{Autism susceptibility, X-linked 3}"	300496	Mu	3	MECP2	300005	MECP2
Xp22.32-p22.31	"{Asperger syndrome susceptibility, X-linked 2}"	300497	Mu	3	NLGN4	300427	NLGN4X
Xp22.2	"Ocular albinism, type I, Nettleship-Falls type"	300500	XL	3	GPR143	300808	GPR143
Xp11.22	Premature ovarian failure 4	300510	XL	3	BMP15	300247	BMP15
Xp11.22	Ovarian dysgenesis 2	300510	XL	3	BMP15	300247	BMP15
Xq21.33	?Premature ovarian failure 2A	300511	XLD	3	DIAPH2	300108	DIAPH2
Xp22.2	"Fanconi anemia, complementation group B"	300514	None	3	FAAP95	300515	FANCB
Xq13.2	Allan-Herndon-Dudley syndrome	300523	XL	3	SLC16A2	300095	SLC16A2
Xp11.22	"Mental retardation, X-linked, syndromic, Claes-Jensen type"	300534	XLR	3	KDM5C	314690	KDM5C
Xq28	Nephrogenic syndrome of inappropriate antidiuresis	300539	XLR	3	AVPR2	300538	AVPR2
Xp11.23	Hypophosphatemic rickets	300554	XLR	3	CLCN5	300008	CLCN5
Xq26.1	Dent disease 2	300555	XLR	3	OCRL	300535	OCRL
Xq23	"Mental retardation, X-linked 30/47"	300558	XLR	3	PAK3	300142	PAK3
Xq13.1	Muscle glycogenosis	300559	XLR	3	PHKA1	311870	PHKA1
Xq13.3	"?Mental retardation, X-linked 91"	300577	XLD	3	ZDHHC15	300576	ZDHHC15
Xp22.33	"Short stature, idiopathic familial"	300582	None	3	SHOX	312865	SHOX
Yp11.2	"Short stature, idiopathic familial"	300582	None	3	SHOXY	400020	SHOX
Xq28	"Immunodeficiency, isolated"	300584	None	3	IKBKG	300248	IKBKG
Xp11.22	Cornelia de Lange syndrome 2	300590	XLD	3	SMC1A	300040	SMC1A
Xp11.23	Aland Island eye disease	300600	XL	3	CACNA1F	300110	CACNA1F
Xq21.1	?Premature ovarian failure 2B	300604	XLR	3	FLJ22792	300603	POF1B
Xq11.1	"Epileptic encephalopathy, early infantile, 8"	300607	XLR	3	ARHGEF9	300429	ARHGEF9
Xq26.1	"Deafness, X-linked 5"	300614	XLR	3	AIFM1	300169	AIFM1
Xp11.3	{Antisocial behavior}	300615	XLR	3	MAOA	309850	MAOA
Xp11.3	Brunner syndrome	300615	XLR	3	MAOA	309850	MAOA
Xq24	"Tn polyagglutination syndrome, somatic"	300622	None	3	C1GALT1C1	300611	C1GALT1C1
Xq27.3	Fragile X tremor/ataxia syndrome	300623	XLD	3	FMR1	309550	FMR1
Xq27.3	Fragile X syndrome	300624	XLD	3	FMR1	309550	FMR1
Xq12	"Hypospadias 1, X-linked"	300633	XLR	3	AR	313700	AR
Xq25	"Lymphoproliferative syndrome, X-linked, 2"	300635	XLR	3	XIAP	300079	XIAP
Xq28	Immunodeficiency 33	300636	XLR	3	IKBKG	300248	IKBKG
Xq28	"Invasive pneumococcal disease, recurrent isolated, 2"	300640	None	3	IKBKG	300248	IKBKG
Xq22.1	"?Rolandic epilepsy, mental retardation, and speech dyspraxia"	300643	None	3	SRPX2	300642	SRPX2
Xp21.1-p11.4	"Immunodeficiency 34, mycobacteriosis, X-linked"	300645	XLR	3	CYBB	300481	CYBB
Xq21.1	Phosphoglycerate kinase 1 deficiency	300653	XLR	3	PGK1	311800	PGK1
Xq21.1	"Mental retardation, X-linked 93"	300659	XLR	3	BRWD3	300553	BRWD3
Xq22.3	"Gout, PRPS-related"	300661	XLR	3	PRPS1	311850	PRPS1
Xq22.3	Phosphoribosylpyrophosphate synthetase superactivity	300661	XLR	3	PRPS1	311850	PRPS1
Xp22.13	"Epileptic encephalopathy, early infantile, 2"	300672	XLD	3	CDKL5	300203	CDKL5
Xq28	"Encephalopathy, neonatal severe"	300673	XLR	3	MECP2	300005	MECP2
Xq24	"Mental retardation, X-linked, syndromic 14"	300676	XLR	3	UPF3B	300298	UPF3B
Xq26.3	"Scapuloperoneal myopathy, X-linked dominant"	300695	XLD	3	FHL1	300163	FHL1
Xq26.3	"Myopathy, X-linked, with postural muscle atrophy"	300696	XLR	3	FHL1	300163	FHL1
Xq26.3	"Emery-Dreifuss muscular dystrophy 6, X-linked"	300696	XLR	3	FHL1	300163	FHL1
Xq25	"Mental retardation, X-linked 94"	300699	XLR	3	GRIA3	305915	GRIA3
Xp11.22	"Mental retardation, X-linked syndromic, Turner type"	300706	None	3	HUWE1	300697	HUWE1
Xq28	STAR syndrome	300707	XLD	3	FAM58A	300708	FAM58A
Xq26.3	"Reducing body myopathy, X-linked 1a, severe, infantile or early childhood onset"	300717	XLD	3	FHL1	300163	FHL1
Xq26.3	"Reducing body myopathy, X-linked 1b, with late childhood or adult onset"	300718	XL	3	FHL1	300163	FHL1
Xp11.4	Mental retardation and microcephaly with pontine and cerebellar hypoplasia	300749	XLD	3	CASK	300172	CASK
Xp11.21	"Anemia, sideroblastic, 1"	300751	XLR	3	ALAS2	301300	ALAS2
Xp11.21	"Protoporphyria, erythropoietic, X-linked"	300752	XLD	3	ALAS2	301300	ALAS2
Xq22.1	"Agammaglobulinemia, X-linked 1"	300755	XLR	3	BTK	300300	BTK
Xq28	"Hypospadias 2, X-linked"	300758	XLR	3	MAMLD1	300120	MAMLD1
Xp22.33	"Surfactant metabolism dysfunction, pulmonary, 4"	300770	None	3	CSF2RA	306250	CSF2RA
Xq26.1	"Mental retardation, X-linked syndromic, Raymond type"	300799	None	3	ZDHHC9	300646	ZDHHC9
Xp11.23	"Mental retardation, X-linked 96"	300802	XLD	3	SYP	313475	SYP
Xq21.1	"Mental retardation, X-linked 97"	300803	XL	3	ZNF711	314990	ZNF711
Xp22.2	Joubert syndrome 10	300804	XLR	3	OFD1	300170	OFD1
Xq27.1	"Thrombophilia, X-linked, due to factor IX defect"	300807	None	3	F9	300746	F9
Xq27.1	"{Deep venous thrombosis, protection against}"	300807	None	3	F9	300746	F9
Xp22.2	"Nystagmus 6, congenital, X-linked"	300814	None	3	GPR143	300808	GPR143
Xq26.1	Combined oxidative phosphorylation deficiency 6	300816	XLR	3	AIFM1	300169	AIFM1
Xp22.2	"Paroxysmal nocturnal hemoglobinuria, somatic"	300818	None	3	PIGA	311770	PIGA
Xp22.11	"{Autism, susceptibility to, X-linked 4}"	300830	XLR	3	PTCHD1	300828	PTCHD1
Xq28	CK syndrome	300831	XLR	3	NSDHL	300275	NSDHL
Xp11.4	"Macular degeneration, X-linked atrophic"	300834	XLR	3	RPGR	312610	RPGR
Xp11.23	"Anemia, X-linked, with/without neutropenia and/or platelet abnormalities"	300835	XLR	3	GATA1	305371	GATA1
Xp21.1	McLeod syndrome with or without chronic granulomatous disease	300842	XL	3	XK	314850	XK
Xp22.12	"Mental retardation, X-linked 19"	300844	XLD	3	RPS6KA3	300075	RPS6KA3
Xq28	"{Autism, susceptibility to, X-linked 5}"	300847	None	3	RPL10	312173	RPL10
Xq28	"Mental retardation, X-linked 41"	300849	XLD	3	GDI1	300104	GDI1
Xq13.1	"Mental retardation, X-linked 90"	300850	XLR	3	DLG3	300189	DLG3
Xq21.1	"Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia"	300853	None	3	MAGT1	300715	MAGT1
Xp11.23	"Renal cell carcinoma, papillary, 1"	300854	None	3	TFE3	314310	TFE3
Xq28	Ogden syndrome	300855	XLD	3	NAA10	300013	NAA10
Xp11.21	"Amyotrophic lateral sclerosis 15, with or without frontotemporal dementia"	300857	XLD	3	UBQLN2	300264	UBQLN2
Xq24	"Mental retardation, X-linked syndromic, Nascimento-type"	300860	XLR	3	UBE2A	312180	UBE2A
Xp11.23	"?Chondrodysplasia with platyspondyly, distinctive brachydactyly, hydrocephaly, and microphthalmia"	300863	XLD	3	HDAC6	300272	HDAC6
Xp11.3	Kabuki syndrome 2	300867	XLD	3	KDM6A	300128	KDM6A
Xp22.2	Multiple congenital anomalies-hypotonia-seizures syndrome 2	300868	XLR	3	PIGA	311770	PIGA
Xq28	"{Autism, susceptibility to, X-linked 6}"	300872	XLR	3	TMLHE	300777	TMLHE
Xq13.1	Cornelia de Lange syndrome 5	300882	XLD	3	HDAC8	300269	HDAC8
Xq23	"Epileptic encephalopathy, early infantile, 36"	300884	XLD	3	ALG13	300776	ALG13
Xq23	"?Congenital disorder of glycosylation, type Is"	300884	XLD	3	ALG13	300776	ALG13
Xq28	"?Mental retardation, X-linked, syndromic 32"	300886	XLR	3	CLIC2	300138	CLIC2
Xq21.1	Linear skin defects with multiple congenital anomalies 2	300887	XLD	3	COX7B	300885	COX7B
Xq26.1	"Hypothyroidism, central, and testicular enlargement"	300888	XLR	3	IGSF1	300137	IGSF1
Xp11.23	Neurodegeneration with brain iron accumulation 5	300894	XLD	3	WDR45	300526	WDR45
Xq13.1	"Ohdo syndrome, X-linked"	300895	XLR	3	MED12	300188	MED12
Xp11.23	"Congenital disorder of glycosylation, type IIm"	300896	SMo	3	SLC35A2	314375	SLC35A2
Xp22.11	"?Charcot-Marie-Tooth disease, X-linked dominant, 6"	300905	XLD	3	PDK3	300906	PDK3
Xq28	"Hemolytic anemia, G6PD deficient (favism)"	300908	XLD	3	G6PD	305900	G6PD
Xq26.1	"{Angioedema induced by ACE inhibitors, susceptibility to}"	300909	None	3	XPNPEP2	300145	XPNPEP2
Xq23	"Bone mineral density QTL18, osteoporosis"	300910	XLD	3	PLS3	300131	PLS3
Xp11.4	"?Parkinsonism with spasticity, X-linked"	300911	XLR	3	ATP6AP2	300556	ATP6AP2
Xq13.3	"Mental retardation, X-linked 98"	300912	XLD	3	NEXMIF	300524	KIAA2022
Xq22.3	"?Deafness, X-linked 6"	300914	XLR	3	COL4A6	303631	COL4A6
Xq28	"?Microphthalmia, syndromic 13"	300915	XL	3	HMGB3	300193	HMGB3
Xp22.12	"?Olmsted syndrome, X-linked"	300918	XLR	3	MBTPS2	300294	MBTPS2
Xp11.4	"Mental retardation, X-linked 99"	300919	XLR	3	USP9X	300072	USP9X
Xq13.1	"?Mental retardation, X-linked 100"	300923	XLR	3	KIF4A	300521	KIF4A
Xq22.3	"?Mental retardation, X-linked 101"	300928	XLR	3	MID2	300204	MID2
Xq22.3	[Thyroxine-binding globulin QTL]	300932	None	3	TBG	314200	SERPINA7
Xq28	"Congenital disorder of glycosylation, type Iy"	300934	XLR	3	SSR4	300090	SSR4
Xq26.3	"Pituitary adenoma 2, GH-secreting"	300943	None	3	GPR101	300393	GPR101
Xp11.22	?Diamond-Blackfan anemia 14 with mandibulofacial dysostosis	300946	XLR	3	TSR2	300945	TSR2
Xp11.3	Linear skin defects with multiple congenital anomalies 3	300952	XLD	3	NDUFB11	300403	NDUFB11
Xq24	"?Trichothiodystrophy 5, nonphotosensitive"	300953	XLD	3	RNF113A	300951	RNF113A
Xq25	"Mental retardation, X-linked 12/35"	300957	XLR	3	THOC2	300395	THOC2
Xp11.4	"Mental retardation, X-linked 102"	300958	XLD	3	DDX3X	300160	DDX3X
Xp11.23	MEND syndrome	300960	XLR	3	EBP	300205	EBP
Xp11.23	Ritscher-Schinzel syndrome 2	300963	XLR	3	CCDC22	300859	CCDC22
Xq13.1	"Mental retardation, X-linked, syndromic 33"	300966	XLR	3	TAF1	313650	TAF1
Xq13.1	"Mental retardation, X-linked, syndromic 34"	300967	XL	3	NONO	300084	NONO
Xp11.4	"Mental retardation, X-linked 99, syndromic, female-restricted"	300968	XLD	3	USP9X	300072	USP9X
Xp11.21	"Bartter syndrome, type 5, antenatal, transient"	300971	XLR	3	MAGED2	300470	MAGED2
Xq28	Immunodeficiency 47	300972	XLR	3	ATP6AP1	300197	ATP6AP1
Xq13.2	"Mental retardation, X-linked 61"	300978	XLR	3	RNF12	300379	RLIM
Xp22.11	"Mental retardation, X-linked 103"	300982	XLR	3	KLHL15	300980	KLHL15
Xp22.2	"Mental retardation, X-linked 104"	300983	XLR	3	FRMPD4	300838	FRMPD4
Xp11.23	Mental retardation 105	300984	XLR	3	USP27X	300975	USP27X
Xp22.13	"Vas deferens, congenital bilateral aplasia of, X-linked"	300985	XL	3	ADGRG2	300572	ADGRG2
Xq22.1	"Mental retardation, X-linked, syndromic, Bain type"	300986	XLD	3	HNRNPH2	300610	HNRNPH2
Xq12	Immunodeficiency 50	300988	XLR	3	MSN	309845	MSN
Xq28	Meester-Loeys syndrome	300989	XL	3	BGN	301870	BGN
Xq23	"Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis"	300990	XLR	3	AMMECR1	300195	AMMECR1
Xq22.3	"Ciliary dyskinesia, primary, 36, X-linked"	300991	XLR	3	PIH1D3	300933	PIH1D3
Xq13.1	"Mental retardation, X-linked 106"	300997	XLR	3	OGT	300255	OGT
Xq28	"Mental retardation, X-linked, syndromic, 35"	300998	XLR	3	RPL10	312173	RPL10
Xp11.23	Wiskott-Aldrich syndrome	301000	XLR	3	WAS	300392	WAS
Xq28	"Galloway-Mowat syndrome 2, X-linked"	301006	XLR	3	LAGE3	300060	LAGE3
Xp22.12	"Mental retardation, X-linked, syndromic, Houge type"	301008	XL	3	CNKSR2	300724	CNKSR2
Xq13.1	"Myopia 26, X-linked, female-limited"	301010	XL	3	ARR3	301770	ARR3
Xq21.1	Alpha-thalassemia/mental retardation syndrome	301040	XLD	3	ATRX	300032	ATRX
Xq22.3	Alport syndrome	301050	XLD	3	COL4A5	303630	COL4A5
Xp22.2	"Amelogenesis imperfecta, type 1E"	301200	XLD	3	AMELX	300391	AMELX
Xp22.1-p21.3	"Pigmentary disorder, reticulate, with systemic manifestations, X-linked"	301220	XLR	3	POLA1	312040	POLA1
Xq13.3	"Anemia, sideroblastic, with ataxia"	301310	XLR	3	ABCB7	300135	ABCB7
Xq22.1	"Fabry disease, cardiac variant"	301500	XL	3	GLA	300644	GLA
Xq22.1	Fabry disease	301500	XL	3	GLA	300644	GLA
Xp11.3	"Spinal muscular atrophy, X-linked 2, infantile"	301830	XLR	3	UBA1	314370	UBA1
Xq22.3	Arts syndrome	301835	XLR	3	PRPS1	311850	PRPS1
Xq26.2	Borjeson-Forssman-Lehmann syndrome	301900	XLR	3	PHF6	300414	PHF6
Xp21.2-p21.1	"Cardiomyopathy, dilated, 3B"	302045	XL	3	DMD	300377	DMD
Xq28	Barth syndrome	302060	XLR	3	TAZ	300394	TAZ
Xp22.2-p22.1	"Cataract 40, X-linked"	302200	XL	3	NHS	300457	NHS
Xp22.2-p22.1	Nance-Horan syndrome	302350	XLD	3	NHS	300457	NHS
Xq28	"?Spinocerebellar ataxia, X-linked 1"	302500	XLR	3	ATP2B3	300014	ATP2B3
Xq13.1	"Charcot-Marie-Tooth neuropathy, X-linked dominant, 1"	302800	XLD	3	GJB1	304040	GJB1
Xq21.1	?Abruzzo-Erickson syndrome	302905	XL	3	TBX22	300307	TBX22
Xp22.33	"Chondrodysplasia punctata, X-linked recessive"	302950	XLR	3	ARSE	300180	ARSE
Xp11.23	"Chondrodysplasia punctata, X-linked dominant"	302960	XLD	3	EBP	300205	EBP
Xq21.2	Choroideremia	303100	XLD	3	CHM	300390	CHM
Xq28	MASA syndrome	303350	XLR	3	L1CAM	308840	L1CAM
Xq28	CRASH syndrome	303350	XLR	3	L1CAM	308840	L1CAM
Xq21.1	Cleft palate with ankyloglossia	303400	XL	3	TBX22	300307	TBX22
Xp22.12	Coffin-Lowry syndrome	303600	XLD	3	RPS6KA3	300075	RPS6KA3
Xq28	Blue cone monochromacy	303700	XLR	3	OPN1LW	300822	OPN1LW
Xq28	Blue cone monochromacy	303700	XLR	3	OPN1MW	300821	OPN1MW
Xq28	"Colorblindness, deutan"	303800	XL	3	OPN1MW	300821	OPN1MW
Xq28	"Colorblindness, protan"	303900	XL	3	OPN1LW	300822	OPN1LW
Xp11.4	"Cone-rod dystrophy, X-linked, 1"	304020	XL	3	RPGR	312610	RPGR
Xq28	"Corpus callosum, partial agenesis of"	304100	XLR	3	L1CAM	308840	L1CAM
Xq13.1	Craniofrontonasal dysplasia	304110	XLD	3	EFNB1	300035	EFNB1
Xq28	"Otopalatodigital syndrome, type II"	304120	XLD	3	FLNA	300017	FLNA
Xq21.1	Occipital horn syndrome	304150	XLR	3	ATP7A	300011	ATP7A
Xp22.2	"Mental retardation, X-linked syndromic 5"	304340	XLR	3	AP1S2	300629	AP1S2
Xq21.1	"Deafness, X-linked 2"	304400	XLR	3	POU3F4	300039	POU3F4
Xq22.3	"Deafness, X-linked 1"	304500	XL	3	PRPS1	311850	PRPS1
Xq22.1	Mohr-Tranebjaerg syndrome	304700	XLR	3	TIMM8A	300356	TIMM8A
Xp11.23	"Immunodysregulation, polyendocrinopathy, and enteropathy, X-linked"	304790	XLR	3	FOXP3	300292	FOXP3
Xq28	"Diabetes insipidus, nephrogenic"	304800	XLR	3	AVPR2	300538	AVPR2
Xq28	"Dyskeratosis congenita, X-linked"	305000	XLR	3	DKC1	300126	DKC1
Xq13.1	"Ectodermal dysplasia 1, hypohidrotic, X-linked"	305100	XLR	3	EDA	300451	EDA
Xp11.3	"Exudative vitreoretinopathy 2, X-linked"	305390	None	3	NDP	300658	NDP
Xp11.22	"Mental retardation, X-linked syndromic 16"	305400	XLR	3	FGD1	300546	FGD1
Xp11.22	Aarskog-Scott syndrome	305400	XLR	3	FGD1	300546	FGD1
Xq13.1	Opitz-Kaveggia syndrome	305450	XLR	3	MED12	300188	MED12
Xp11.23	Focal dermal hypoplasia	305600	XLD	3	PORCN	300651	PORCN
Xq28	Frontometaphyseal dysplasia 1	305620	XLR	3	FLNA	300017	FLNA
Xp22.13	"Glycogen storage disease, type IXa1"	306000	XLR	3	PHKA2	300798	PHKA2
Xp22.13	"Glycogen storage disease, type IXa2"	306000	XLR	3	PHKA2	300798	PHKA2
Xp21.1-p11.4	"Chronic granulomatous disease, X-linked"	306400	XLR	3	CYBB	300481	CYBB
Xq28	Hemophilia A	306700	XLR	3	F8	300841	F8
Xq27.1	Hemophilia B	306900	XLR	3	F9	300746	F9
Xq26.3	"Heterotaxy, visceral, 1, X-linked"	306955	XLR	3	ZIC3	300265	ZIC3
Xq26.3	"Congenital heart defects, nonsyndromic, 1, X-linked"	306955	XLR	3	ZIC3	300265	ZIC3
Xq28	Hydrocephalus with Hirschsprung disease	307000	XLR	3	L1CAM	308840	L1CAM
Xq28	Hydrocephalus due to aqueductal stenosis	307000	XLR	3	L1CAM	308840	L1CAM
Xq28	Hydrocephalus with congenital idiopathic intestinal pseudoobstruction	307000	XLR	3	L1CAM	308840	L1CAM
Xp21.2	Glycerol kinase deficiency	307030	XLR	3	GK	300474	GK
Xq22.1	Agammaglobulinemia and isolated hormone deficiency	307200	XLR	3	BTK	300300	BTK
Xp22.11	"Hypophosphatemic rickets, X-linked dominant"	307800	XLD	3	PHEX	300550	PHEX
Xq28	CHILD syndrome	308050	XLD	3	NSDHL	300275	NSDHL
Xp22.31	"Ichthyosis, X-linked"	308100	XLR	3	STS	300747	STS
Xp22.12	IFAP syndrome with or without BRESHECK syndrome	308205	XLR	3	MBTPS2	300294	MBTPS2
Xq26.3	"Immunodeficiency, X-linked, with hyper-IgM"	308230	XLR	3	TNFSF5	300386	CD40LG
Xq25	"Lymphoproliferative syndrome, X-linked, 1"	308240	XLR	3	SH2D1A	300490	SH2D1A
Xq28	Incontinentia pigmenti	308300	XLD	3	IKBKG	300248	IKBKG
Xp21.3	"Epileptic encephalopathy, early infantile, 1"	308350	XLR	3	ARX	300382	ARX
Xp22.31	Hypogonadotropic hypogonadism 1 with or without anosmia (Kallmann syndrome 1)	308700	XLR	3	KAL1	300836	ANOS1
Xp22.12	"Keratosis follicularis spinulosa decalvans, X-linked"	308800	XLR	3	MBTPS2	300294	MBTPS2
Xp11.23	"Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis"	308990	XLR	3	CLCN5	300008	CLCN5
Xq26.1	Lowe syndrome	309000	XLR	3	OCRL	300535	OCRL
Xq13.1	"Spermatogenic failure, X-linked, 2"	309120	XLR	3	TEX11	300311	TEX11
Xq23	"Megalocornea 1, X-linked"	309300	XLR	3	CHRDL1	300350	CHRDL1
Xq28	Melnick-Needles syndrome	309350	XLD	3	FLNA	300017	FLNA
Xq21.1	Menkes disease	309400	XLR	3	ATP7A	300011	ATP7A
Xp11.23	Renpenning syndrome	309500	XLR	3	PQBP1	300463	PQBP1
Xp21.3	Partington syndrome	309510	XLR	3	ARX	300382	ARX
Xq13.1	Lujan-Fryns syndrome	309520	XLR	3	MED12	300188	MED12
Xp11.22	"Mental retardation, X-linked 1/78"	309530	XLD	3	IQSEC2	300522	IQSEC2
Xq28	"Mental retardation, X-linked 3 (methylmalonic acidemia and homocysteinemia, cblX type )"	309541	XLR	3	HCFC1	300019	HCFC1
Xq28	"Mental retardation, X-linked, FRAXE type"	309548	XLR	3	AFF2	300806	AFF2
Xp11.23	"Mental retardation, X-linked 9/44"	309549	XLR	3	FTSJ1	300499	FTSJ1
Xq21.1	"Mental retardation-hypotonic facies syndrome, X-linked"	309580	XLR	3	ATRX	300032	ATRX
Xp22.11	"Mental retardation, X-linked, Snyder-Robinson type"	309583	XLR	3	SMS	300105	SMS
Xq12	Wilson-Turner syndrome	309585	XLR	3	LAS1L	300964	LAS1L
Xq21.1	Metacarpal 4-5 fusion	309630	XLR	3	FGF16	300827	FGF16
Xq28	"?Microphthalmia, syndromic 1"	309800	XL	3	NAA10	300013	NAA10
Xp22.2	Linear skin defects with multiple congenital anomalies 1	309801	XLD	3	HCCS	300056	HCCS
Xq28	Mucopolysaccharidosis II	309900	XLR	3	IDS	300823	IDS
Xp21.2-p21.1	Duchenne muscular dystrophy	310200	XLR	3	DMD	300377	DMD
Xq28	"Emery-Dreifuss muscular dystrophy 1, X-linked"	310300	XLR	3	EMD	300384	EMD
Xq28	"Myotubular myopathy, X-linked"	310400	XLR	3	MTM1	300415	MTM1
Xq28	"Myopathy, X-linked, with excessive autophagy"	310440	XLR	3	VMA21	300913	VMA21
Xp11.23	"Nephrolithiasis, type I"	310468	XLR	3	CLCN5	300008	CLCN5
Xq26.1	Cowchock syndrome	310490	XLR	3	AIFM1	300169	AIFM1
Xp11.4	"Night blindness, congenital stationary (complete), 1A, X-linked"	310500	XLR	3	NYX	300278	NYX
Xp11.3	Norrie disease	310600	XLR	3	NDP	300658	NDP
Xq26.2	"Nystagmus, infantile periodic alternating, X-linked"	310700	XL	3	FRMD7	300628	FRMD7
Xq26.2	"Nystagmus 1, congenital, X-linked"	310700	XL	3	FRMD7	300628	FRMD7
Xq22.3	"Charcot-Marie-Tooth disease, X-linked recessive, 5"	311070	XLR	3	PRPS1	311850	PRPS1
Xp22.2	Orofaciodigital syndrome I	311200	XLD	3	OFD1	300170	OFD1
Xp11.4	Ornithine transcarbamylase deficiency	311250	XLR	3	OTC	300461	OTC
Xq28	"Otopalatodigital syndrome, type I"	311300	XLD	3	FLNA	300017	FLNA
Xq27.3	Premature ovarian failure 1	311360	XL	3	FMR1	309550	FMR1
Xq28	?Waisman syndrome	311510	XLR	3	RAB39B	300774	RAB39B
Xp11.3	TARP syndrome	311900	XLR	3	RBM10	300080	RBM10
Xq27.1	"Panhypopituitarism, X-linked"	312000	XL	3	SOX3	313430	SOX3
Xp11.23	"Properdin deficiency, X-linked"	312060	XLR	3	PFC	300383	CFP
Xq22.2	Pelizaeus-Merzbacher disease	312080	XLR	3	PLP1	300401	PLP1
Xp22.12	Pyruvate dehydrogenase E1-alpha deficiency	312170	XLD	3	PDHA1	300502	PDHA1
Xq12	"Androgen insensitivity, partial, with or without breast cancer"	312300	XLR	3	AR	313700	AR
Xp11.3	Retinitis pigmentosa 2	312600	XL	3	RP2	300757	RP2
Xp22.13	Retinoschisis	312700	XLR	3	RS1	300839	RS1
Xq28	"Rett syndrome, preserved speech variant"	312750	XLD	3	MECP2	300005	MECP2
Xq28	"Rett syndrome, atypical"	312750	XLD	3	MECP2	300005	MECP2
Xq28	Rett syndrome	312750	XLD	3	MECP2	300005	MECP2
Xq13.1	"Combined immunodeficiency, X-linked, moderate"	312863	XLR	3	IL2RG	308380	IL2RG
Xq26.2	"Simpson-Golabi-Behmel syndrome, type 1"	312870	XLR	3	GPC3	300037	GPC3
Xq22.2	"Spastic paraplegia 2, X-linked"	312920	XLR	3	PLP1	300401	PLP1
Xq12	Spinal and bulbar muscular atrophy of Kennedy	313200	XLR	3	AR	313700	AR
Xp22.2	Spondyloepiphyseal dysplasia tarda	313400	XLR	3	TRAPPC2	300202	TRAPPC2
Xq13.1	"Tooth agenesis, selective, X-linked 1"	313500	XLD	3	EDA	300451	EDA
Xp11.23	"Thrombocytopenia, X-linked, intermittent"	313900	XLR	3	WAS	300392	WAS
Xp11.23	"Thrombocytopenia, X-linked"	313900	XLR	3	WAS	300392	WAS
Xp11.23	"Thrombocytopenia with beta-thalassemia, X-linked"	314050	XLR	3	GATA1	305371	GATA1
Xq13.1	"Dystonia-Parkinsonism, X-linked"	314250	XLR	3	TAF1	313650	TAF1
Xq26.3	"VACTERL association, X-linked"	314390	XLR	3	ZIC3	300265	ZIC3
Xq28	"Cardiac valvular dysplasia, X-linked"	314400	XLR	3	FLNA	300017	FLNA
Xq11.2	Wieacker-Wolff syndrome	314580	XLR	3	ZC4H2	300897	ZC4H2
Yp11.2	46XY sex reversal 1	400044	None	3	SRY	480000	SRY
Yp11.2	46XX sex reversal 1	400045	None	3	SRY	480000	SRY
Yq11.221	"Spermatogenic failure, Y-linked, 2"	415000	YL	3	USP9Y	400005	USP9Y
22q13.31	"{Deafness, mitochondrial, modifier of}"	580000	Mi	3	TRMU	610230	TRMU
18q11.2	Pancreatic agenesis and congenital heart defects	600001	AD	3	GATA6	601656	GATA6
3p21.31	Eiken syndrome	600002	AR	3	PTHR1	168468	PTH1R
17p13.3	Retinitis pigmentosa 13	600059	AD	3	PRPF8	607300	PRPF8
11q13.5	"Deafness, autosomal recessive 2"	600060	AR	3	MYO7A	276903	MYO7A
20p13	"Insomnia, fatal familial"	600072	AD	3	PRNP	176640	PRNP
11p15.2	Rickets due to defect in vitamin D 25-hydroxylation	600081	AR	3	CYP2R1	608713	CYP2R1
1p34.2	"Deafness, autosomal dominant 2A"	600101	AD	3	KCNQ4	603537	KCNQ4
